Pokedex Id,Name,Classification,Alternate Form Name,Group,Height,Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Male Ratio,Female Ratio,HP,Attack,Defense,SpAtk,SpDef,Speed,BST,CatchRate,Experience Growth Rate,Experience Growth Points Total,Egg Group,Evolution Details,Original Name
618,Stunfisk (Galar),Trap Pokémon,Galar,,0.7,20.5,Ground,Steel,Mimicry,None,None,50.0,50.0,109,81,99,66,84,32,471,75,Medium Fast,1000000,Water 1,No Evolution,Stunfisk
619,Mienfoo,Martial Arts Pokémon,None,,0.9,20.0,Fighting,None,Inner Focus,Regenerator,Reckless,50.0,50.0,45,85,50,55,50,65,350,180,Medium Slow,1059860,Field,No Evolution,Mienfoo
620,Mienshao,Martial Arts Pokémon,None,,1.4,35.5,Fighting,None,Inner Focus,Regenerator,Reckless,50.0,50.0,65,125,60,95,60,105,510,45,Medium Slow,1059860,Field,Level 50,Mienshao
621,Druddigon,Cave Pokémon,None,,1.6,139.0,Dragon,None,Rough Skin,Sheer Force,Mold Breaker,50.0,50.0,77,120,90,60,90,48,485,45,Medium Fast,1000000,Dragon,No Evolution,Druddigon
622,Golett,Automaton Pokémon,None,,1.0,92.0,Ground,Ghost,Iron Fist,Klutz,No Guard,0.0,0.0,59,74,50,35,50,35,303,190,Medium Fast,1000000,Mineral,No Evolution,Golett
623,Golurk,Automaton Pokémon,None,,2.8,330.0,Ground,Ghost,Iron Fist,Klutz,No Guard,0.0,0.0,89,124,80,55,80,55,483,90,Medium Fast,1000000,Mineral,Level 43,Golurk
624,Pawniard,Sharp Blade Pokémon,None,,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,50.0,50.0,45,85,70,40,40,60,340,120,Medium Fast,1000000,Human-Like,No Evolution,Pawniard
625,Bisharp,Sword Blade Pokémon,None,,1.6,70.0,Dark,Steel,Defiant,Inner Focus,Pressure,50.0,50.0,65,125,100,60,70,70,490,45,Medium Fast,1000000,Human-Like,Level 52,Bisharp
626,Bouffalant,Bash Buffalo Pokémon,None,,1.6,94.5,Normal,None,Reckless,Sap Sipper,Soundproof,50.0,50.0,95,110,95,40,95,55,490,45,Medium Fast,1000000,Field,No Evolution,Bouffalant
627,Rufflet,Eaglet Pokémon,None,,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,100.0,0.0,70,83,50,37,50,60,350,190,Slow,1250000,Flying,No Evolution,Rufflet
628,Braviary,Valiant Pokémon,None,,1.5,41.0,Normal,Flying,Keen Eye,Sheer Force,Defiant,100.0,0.0,100,123,75,57,75,80,510,60,Slow,1250000,Flying,Level 54,Braviary
628,Braviary (Hisui),Battle Cry Pokémon,Hisui,,1.7,43.4,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,100.0,0.0,110,83,70,112,70,65,510,135,Slow,1250000,Flying,Level 54 in Hisui,Braviary
629,Vullaby,Diapered Pokémon,None,,0.5,9.0,Dark,Flying,Big Pecks,Overcoat,Weak Armor,0.0,100.0,70,55,75,45,65,60,370,190,Slow,1250000,Flying,No Evolution,Vullaby
630,Mandibuzz,Bone Vulture Pokémon,None,,1.2,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,0.0,100.0,110,65,105,55,95,80,510,60,Slow,1250000,Flying,Level 54,Mandibuzz
631,Heatmor,Anteater Pokémon,None,,1.4,58.0,Fire,None,Gluttony,Flash Fire,White Smoke,50.0,50.0,85,97,66,105,66,65,484,90,Medium Fast,1000000,Field,No Evolution,Heatmor
632,Durant,Iron Ant Pokémon,None,,0.3,33.0,Bug,Steel,Swarm,Hustle,Truant,50.0,50.0,58,109,112,48,48,109,484,90,Medium Fast,1000000,Bug,No Evolution,Durant
633,Deino,Irate Pokémon,None,Pseudo-Legendary,0.8,17.3,Dark,Dragon,Hustle,None,None,50.0,50.0,52,65,50,45,50,38,300,45,Slow,1250000,Dragon,No Evolution,Deino
634,Zweilous,Hostile Pokémon,None,Pseudo-Legendary,1.4,50.0,Dark,Dragon,Hustle,None,None,50.0,50.0,72,85,70,65,70,58,420,45,Slow,1250000,Dragon,Level 50,Zweilous
635,Hydreigon,Brutal Pokémon,None,Pseudo-Legendary,1.8,160.0,Dark,Dragon,Levitate,None,None,50.0,50.0,92,105,90,125,90,98,600,45,Slow,1250000,Dragon,Level 64,Hydreigon
636,Larvesta,Torch Pokémon,None,,1.1,28.8,Bug,Fire,Flame Body,None,Swarm,50.0,50.0,55,85,55,50,55,60,360,45,Slow,1250000,Bug,No Evolution,Larvesta
637,Volcarona,Sun Pokémon,None,,1.6,46.0,Bug,Fire,Flame Body,None,Swarm,50.0,50.0,85,60,65,135,105,100,550,15,Slow,1250000,Bug,Level 59,Volcarona
638,Cobalion,Iron Will Pokémon,None,Legendary,2.1,250.0,Steel,Fighting,Justified,None,None,0.0,0.0,91,90,129,90,72,108,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Cobalion
639,Terrakion,Cavern Pokémon,None,Legendary,1.9,260.0,Rock,Fighting,Justified,None,None,0.0,0.0,91,129,90,72,90,108,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Terrakion
640,Virizion,Grassland Pokémon,None,Legendary,2.0,200.0,Grass,Fighting,Justified,None,None,0.0,0.0,91,90,72,90,129,108,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Virizion
641,Tornadus (Incarnate),Cyclone Pokémon,Incarnate,Legendary,1.5,63.0,Flying,None,Prankster,None,Defiant,100.0,0.0,79,115,70,125,80,111,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Tornadus
641,Tornadus (Therian),Cyclone Pokémon,Therian,Legendary,1.5,63.0,Flying,None,Regenerator,None,None,100.0,0.0,79,100,80,110,90,121,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Tornadus
642,Thundurus (Incarnate),Bolt Strike Pokémon,Incarnate,Legendary,1.5,61.0,Electric,Flying,Prankster,None,Defiant,100.0,0.0,79,115,70,125,80,111,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Thundurus
642,Thundurus (Therian),Bolt Strike Pokémon,Therian,Legendary,3.0,61.0,Electric,Flying,Volt Absorb,None,None,100.0,0.0,79,105,70,145,80,101,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Thundurus
643,Reshiram,Vast White Pokémon,None,Legendary,3.2,330.0,Dragon,Fire,Turboblaze,None,None,0.0,0.0,100,120,100,150,120,90,680,3,Slow,1250000,No Eggs Discovered,No Evolution,Reshiram
644,Zekrom,Deep Black Pokémon,None,Legendary,2.9,345.0,Dragon,Electric,Teravolt,None,None,0.0,0.0,100,150,120,120,100,90,680,3,Slow,1250000,No Eggs Discovered,No Evolution,Zekrom
645,Landorus (Incarnate),Abundance Pokémon,Incarnate,Legendary,1.5,68.0,Ground,Flying,Sand Force,None,Sheer Force,100.0,0.0,89,125,90,115,80,101,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Landorus
645,Landorus (Therian),Abundance Pokémon,Therian,Legendary,1.3,68.0,Ground,Flying,Intimidate,None,None,100.0,0.0,89,145,90,105,80,91,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Landorus
646,Kyurem (Normal),Boundary Pokémon,Normal,Legendary,3.0,325.0,Dragon,Ice,Pressure,None,None,0.0,0.0,125,130,90,130,90,95,660,3,Slow,1250000,No Eggs Discovered,No Evolution,Kyurem
646,Kyurem (White),Boundary Pokémon,White,Legendary,3.6,325.0,Dragon,Ice,Turboblaze,None,None,0.0,0.0,125,120,90,170,100,95,700,3,Slow,1250000,No Eggs Discovered,No Evolution,Kyurem
646,Kyurem (Black),Boundary Pokémon,Black,Legendary,3.3,325.0,Dragon,Ice,Teravolt,None,None,0.0,0.0,125,170,100,120,90,95,700,3,Slow,1250000,No Eggs Discovered,No Evolution,Kyurem
647,Keldeo (Ordinary),Colt Pokémon,Ordinary,Mythical,1.4,48.5,Water,Fighting,Justified,None,None,0.0,0.0,91,72,90,129,90,108,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Keldeo
647,Keldeo (Resolute),Colt Pokémon,Resolute,Mythical,1.4,48.5,Water,Fighting,Justified,None,None,0.0,0.0,91,72,90,129,90,108,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Keldeo
648,Meloetta (Aria),Melody Pokémon,Aria,Mythical,0.6,6.5,Normal,Psychic,Serene Grace,None,None,0.0,0.0,100,77,77,128,128,90,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Meloetta
648,Meloetta (Pirouette),Melody Pokémon,Pirouette,Mythical,0.6,6.5,Normal,Fighting,Serene Grace,None,None,0.0,0.0,100,128,90,77,77,128,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Meloetta
649,Genesect,Paleozoic Pokémon,None,Mythical,1.5,82.5,Bug,Steel,Download,None,None,0.0,0.0,71,120,95,120,95,99,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Genesect
650,Chespin,Spiky Nut Pokémon,None,Starter,0.4,9.0,Grass,None,Overgrow,None,Bulletproof,87.5,12.5,56,61,65,48,45,38,313,45,Medium Slow,1059860,Field,No Evolution,Chespin
651,Quilladin,Spiky Armor Pokémon,None,Starter,0.7,29.0,Grass,None,Overgrow,None,Bulletproof,87.5,12.5,61,78,95,56,58,57,405,45,Medium Slow,1059860,Field,Level 16,Quilladin
652,Chesnaught,Spiky Armor Pokémon,None,Starter,1.6,90.0,Grass,Fighting,Overgrow,None,Bulletproof,87.5,12.5,88,107,122,74,75,64,530,45,Medium Slow,1059860,Field,Level 36,Chesnaught
653,Fennekin,Fox Pokémon,None,Starter,0.4,9.4,Fire,None,Blaze,None,Magician,87.5,12.5,40,45,40,62,60,60,307,45,Medium Slow,1059860,Field,No Evolution,Fennekin
654,Braixen,Fox Pokémon,None,Starter,1.0,14.5,Fire,None,Blaze,None,Magician,87.5,12.5,59,59,58,90,70,73,409,45,Medium Slow,1059860,Field,Level 16,Braixen
655,Delphox,Fox Pokémon,None,Starter,1.5,39.0,Fire,Psychic,Blaze,None,Magician,87.5,12.5,75,69,72,114,100,104,534,45,Medium Slow,1059860,Field,Level 36,Delphox
656,Froakie,Bubble Frog Pokémon,None,Starter,0.3,7.0,Water,None,Torrent,None,Protean,87.5,12.5,41,56,40,62,44,71,314,45,Medium Slow,1059860,Water 1,No Evolution,Froakie
657,Frogadier,Bubble Frog Pokémon,None,Starter,0.6,10.9,Water,None,Torrent,None,Protean,87.5,12.5,54,63,52,83,56,97,405,45,Medium Slow,1059860,Water 1,Level 16,Frogadier
658,Greninja,Ninja Pokémon,None,Starter,1.5,40.0,Water,Dark,Torrent,None,Protean,87.5,12.5,72,95,67,103,71,122,530,45,Medium Slow,1059860,Water 1,Level 36,Greninja
658,Greninja (Ash),Ninja Pokémon,Ash,,1.5,40.0,Water,Dark,Battle Bond,None,None,100.0,0.0,72,145,67,153,71,132,640,45,Medium Slow,1059860,No Eggs Discovered,No Evolution,Greninja
659,Bunnelby,Digging Pokémon,None,,0.4,5.0,Normal,None,Pickup,Cheek Pouch,Huge Power,50.0,50.0,38,36,38,32,36,57,237,255,Medium Fast,1000000,Field,No Evolution,Bunnelby
660,Diggersby,Digging Pokémon,None,,1.0,42.4,Normal,Ground,Pickup,Cheek Pouch,Huge Power,50.0,50.0,85,56,77,50,77,78,423,127,Medium Fast,1000000,Field,Level 20,Diggersby
661,Fletchling,Tiny Robin Pokémon,None,,0.3,1.7,Normal,Flying,Big Pecks,None,Gale Wings,50.0,50.0,45,50,43,40,38,62,278,255,Medium Slow,1059860,Flying,No Evolution,Fletchling
662,Fletchinder,Ember Pokémon,None,,0.7,16.0,Fire,Flying,Flame Body,None,Gale Wings,50.0,50.0,62,73,55,56,52,84,382,120,Medium Slow,1059860,Flying,Level 17,Fletchinder
663,Talonflame,Scorching Pokémon,None,,1.2,24.5,Fire,Flying,Flame Body,None,Gale Wings,50.0,50.0,78,81,71,74,69,126,499,45,Medium Slow,1059860,Flying,Level 35,Talonflame
664,Scatterbug,Scatterdust Pokémon,None,,0.3,2.5,Bug,None,Shield Dust,Compound Eyes,Friend Guard,50.0,50.0,38,35,40,27,25,35,200,255,Medium Fast,1000000,Bug,No Evolution,Scatterbug
665,Spewpa,Scatterdust Pokémon,None,,0.3,8.4,Bug,None,Shed Skin,None,Friend Guard,50.0,50.0,45,22,60,27,30,29,213,120,Medium Fast,1000000,Bug,Level 9,Spewpa
666,Vivillon,Scale Pokémon,None,,1.2,17.0,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,50.0,50.0,80,52,50,90,50,89,411,45,Medium Fast,1000000,Bug,Level 12,Vivillon
667,Litleo,Lion Cub Pokémon,None,,0.6,13.5,Fire,Normal,Rivalry,Unnerve,Moxie,12.5,87.5,62,50,58,73,54,72,369,220,Medium Slow,1059860,Field,No Evolution,Litleo
668,Pyroar,Royal Pokémon,None,,1.5,81.5,Fire,Normal,Rivalry,Unnerve,Moxie,12.5,87.5,86,68,72,109,66,106,507,65,Medium Slow,1059860,Field,Level 35,Pyroar
669,Flabébé,Single Bloom Pokémon,None,,0.1,0.1,Fairy,None,Flower Veil,None,Symbiosis,0.0,100.0,44,38,39,61,79,42,303,225,Medium Fast,1000000,Fairy,No Evolution,Flabébé
670,Floette,Single Bloom Pokémon,None,,0.2,0.9,Fairy,None,Flower Veil,None,Symbiosis,0.0,100.0,54,45,47,75,98,52,371,120,Medium Fast,1000000,Fairy,Level 19,Floette
671,Florges,Garden Pokémon,None,,1.1,10.0,Fairy,None,Flower Veil,None,Symbiosis,0.0,100.0,78,65,68,112,154,75,552,45,Medium Fast,1000000,Fairy,Shiny Stone,Florges
672,Skiddo,Mount Pokémon,None,,0.9,31.0,Grass,None,Sap Sipper,None,Grass Pelt,50.0,50.0,66,65,48,62,57,52,350,200,Medium Fast,1000000,Field,No Evolution,Skiddo
673,Gogoat,Mount Pokémon,None,,1.7,91.0,Grass,None,Sap Sipper,None,Grass Pelt,50.0,50.0,123,100,62,97,81,68,531,45,Medium Fast,1000000,Field,Level 32,Gogoat
674,Pancham,Playful Pokémon,None,,0.6,8.0,Fighting,None,Iron Fist,Mold Breaker,Scrappy,50.0,50.0,67,82,62,46,48,43,348,220,Medium Fast,1000000,Field,No Evolution,Pancham
675,Pangoro,Daunting Pokémon,None,,2.1,136.0,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,50.0,50.0,95,124,78,69,71,58,495,65,Medium Fast,1000000,Field,Level 32 With Dark-Type Pokemon In Party,Pangoro
676,Furfrou,Poodle Pokémon,None,,1.2,28.0,Normal,None,Fur Coat,None,None,50.0,50.0,75,80,60,65,90,102,472,160,Medium Fast,1000000,Field,No Evolution,Furfrou
677,Espurr,Restraint Pokémon,None,,0.3,3.5,Psychic,None,Keen Eye,Infiltrator,Own Tempo,50.0,50.0,62,48,54,63,60,68,355,190,Medium Fast,1000000,Field,No Evolution,Espurr
678,Meowstic,Constraint Pokémon,None,,0.6,8.5,Psychic,None,Keen Eye,Infiltrator,Prankster,100.0,0.0,74,48,76,83,81,104,466,75,Medium Fast,1000000,Field,Level 25,Meowstic
678,Meowstic (Female),Constraint Pokémon,Female,,0.6,8.5,Psychic,None,Keen Eye,Infiltrator,Competitive,0.0,100.0,74,48,76,83,81,104,466,75,Medium Fast,1000000,Field,Level 25,Meowstic
679,Honedge,Sword Pokémon,None,,0.8,2.0,Steel,Ghost,No Guard,None,None,50.0,50.0,45,80,100,35,37,28,325,180,Medium Fast,1000000,Mineral,No Evolution,Honedge
680,Doublade,Sword Pokémon,None,,0.8,4.5,Steel,Ghost,No Guard,None,None,50.0,50.0,59,110,150,45,49,35,448,90,Medium Fast,1000000,Mineral,Level 35,Doublade
681,Aegislash (Shield Forme),Royal Sword Pokémon,Shield Forme,,1.7,53.0,Steel,Ghost,Stance Change,None,None,50.0,50.0,60,50,140,50,140,60,500,45,Medium Fast,1000000,Mineral,Dusk Stone,Aegislash
681,Aegislash (Blade),Royal Sword Pokémon,Blade,,1.7,53.0,Steel,Ghost,Stance Change,None,None,50.0,50.0,60,140,50,140,50,60,500,45,Medium Fast,1000000,Mineral,No Evolution,Aegislash
682,Spritzee,Perfume Pokémon,None,,0.2,0.5,Fairy,None,Healer,None,Aroma Veil,50.0,50.0,78,52,60,63,65,23,341,200,Medium Fast,1000000,Fairy,No Evolution,Spritzee
683,Aromatisse,Fragrance Pokémon,None,,0.8,15.5,Fairy,None,Healer,None,Aroma Veil,50.0,50.0,101,72,72,99,89,29,462,140,Medium Fast,1000000,Fairy,Sachet,Aromatisse
684,Swirlix,Cotton Candy Pokémon,None,,0.4,3.5,Fairy,None,Sweet Veil,None,Unburden,50.0,50.0,62,48,66,59,57,49,341,200,Medium Fast,1000000,Fairy,No Evolution,Swirlix
685,Slurpuff,Meringue Pokémon,None,,0.8,5.0,Fairy,None,Sweet Veil,None,Unburden,50.0,50.0,82,80,86,85,75,72,480,140,Medium Fast,1000000,Fairy,Whipped Dream,Slurpuff
686,Inkay,Revolving Pokémon,None,,0.4,3.5,Dark,Psychic,Suction Cups,Contrary,Infiltrator,50.0,50.0,53,54,53,37,46,45,288,190,Medium Fast,1000000,Water 1,No Evolution,Inkay
687,Malamar,Overturning Pokémon,None,,1.5,47.0,Dark,Psychic,Suction Cups,Contrary,Infiltrator,50.0,50.0,86,92,88,68,75,73,482,80,Medium Fast,1000000,Water 1,Level 30 With Console Upside-Down,Malamar
688,Binacle,Two-Handed Pokémon,None,,0.5,31.0,Rock,Water,Tough Claws,Sniper,Pickpocket,50.0,50.0,42,52,67,39,56,50,306,120,Medium Fast,1000000,Water 3,No Evolution,Binacle
689,Barbaracle,Collective Pokémon,None,,1.3,96.0,Rock,Water,Tough Claws,Sniper,Pickpocket,50.0,50.0,72,105,115,54,86,68,500,45,Medium Fast,1000000,Water 3,Level 39,Barbaracle
690,Skrelp,Mock Kelp Pokémon,None,,0.5,7.3,Poison,Water,Poison Point,Poison Touch,Adaptability,50.0,50.0,50,60,60,60,60,30,320,225,Medium Fast,1000000,Water 1,No Evolution,Skrelp
691,Dragalge,Mock Kelp Pokémon,None,,1.8,81.5,Poison,Dragon,Poison Point,Poison Touch,Adaptability,50.0,50.0,65,75,90,97,123,44,494,55,Medium Fast,1000000,Water 1,Level 48,Dragalge
692,Clauncher,Water Gun Pokémon,None,,0.5,8.3,Water,None,Mega Launcher,None,None,50.0,50.0,50,53,62,58,63,44,330,225,Slow,1250000,Water 1,No Evolution,Clauncher
693,Clawitzer,Howitzer Pokémon,None,,1.3,35.3,Water,None,Mega Launcher,None,None,50.0,50.0,71,73,88,120,89,59,500,55,Slow,1250000,Water 1,Level 37,Clawitzer
694,Helioptile,Generator Pokémon,None,,0.5,6.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,50.0,50.0,44,38,33,61,43,70,289,190,Medium Fast,1000000,Monster,No Evolution,Helioptile
695,Heliolisk,Generator Pokémon,None,,1.0,21.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,50.0,50.0,62,55,52,109,94,109,481,75,Medium Fast,1000000,Monster,Sun Stone,Heliolisk
696,Tyrunt,Royal Heir Pokémon,None,,0.8,26.0,Rock,Dragon,Strong Jaw,None,Sturdy,87.5,12.5,58,89,77,45,45,48,362,45,Medium Fast,1000000,Monster,No Evolution,Tyrunt
697,Tyrantrum,Despot Pokémon,None,,2.5,270.0,Rock,Dragon,Strong Jaw,None,Rock Head,87.5,12.5,82,121,119,69,59,71,521,45,Medium Fast,1000000,Monster,Level 39 During The Day,Tyrantrum
698,Amaura,Tundra Pokémon,None,,1.3,25.2,Rock,Ice,Refrigerate,None,Snow Warning,87.5,12.5,77,59,50,67,63,46,362,45,Medium Fast,1000000,Monster,No Evolution,Amaura
699,Aurorus,Tundra Pokémon,None,,2.7,225.0,Rock,Ice,Refrigerate,None,Snow Warning,87.5,12.5,123,77,72,99,92,58,521,45,Medium Fast,1000000,Monster,Level 39 During The Night,Aurorus
700,Sylveon,Interwining Pokémon,None,,1.0,23.5,Fairy,None,Cute Charm,None,Pixilate,87.5,12.5,95,65,65,110,130,60,525,45,Medium Fast,1000000,Field,Knowing A Fairy Move With 2+ Levels Of Affection,Sylveon
701,Hawlucha,Wrestling Pokémon,None,,0.8,21.5,Fighting,Flying,Limber,Unburden,Mold Breaker,50.0,50.0,78,92,75,74,63,118,500,100,Medium Fast,1000000,Flying,No Evolution,Hawlucha
702,Dedenne,Antenna Pokémon,None,,0.2,2.2,Electric,Fairy,Cheek Pouch,Pickup,Plus,50.0,50.0,67,58,57,81,67,101,431,180,Medium Fast,1000000,Field,No Evolution,Dedenne
703,Carbink,Jewel Pokémon,None,,0.3,5.7,Rock,Fairy,Clear Body,None,Sturdy,0.0,0.0,50,50,150,50,150,50,500,60,Slow,1250000,Fairy,No Evolution,Carbink
704,Goomy,Soft Tissue Pokémon,None,Pseudo-Legendary,0.3,2.8,Dragon,None,Sap Sipper,Hydration,Gooey,50.0,50.0,45,50,35,55,75,40,300,45,Slow,1250000,Dragon,No Evolution,Goomy
705,Sliggoo,Soft Tissue Pokémon,None,Pseudo-Legendary,0.8,17.5,Dragon,None,Sap Sipper,Hydration,Gooey,50.0,50.0,68,75,53,83,113,60,452,45,Slow,1250000,Dragon,Level 40,Sliggoo
705,Sliggoo (Hisui),Snail Pokémon,Hisui,Pseudo-Legendary,0.7,68.5,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,50.0,50.0,58,75,83,83,113,40,452,105,Slow,1250000,Dragon,Level 40 in Hisui,Sliggoo
706,Goodra,Dragon Pokémon,None,Pseudo-Legendary,2.0,150.5,Dragon,None,Sap Sipper,Hydration,Gooey,50.0,50.0,90,100,70,110,150,80,600,45,Slow,1250000,Dragon,Level 50 When Raining Or Foggy Outside Battle,Goodra
706,Goodra (Hisui),Shell Bunker Pokémon,Hisui,Pseudo-Legendary,1.7,334.1,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,50.0,50.0,80,100,100,110,150,60,600,55,Slow,1250000,Dragon,Level 50 When Raining or Foggy Outside Battle,Goodra
707,Klefki,Key Ring Pokémon,None,,0.2,3.0,Steel,Fairy,Prankster,None,Magician,50.0,50.0,57,80,91,80,87,75,470,75,Fast,800000,Mineral,No Evolution,Klefki
708,Phantump,Stump Pokémon,None,,0.4,7.0,Ghost,Grass,Natural Cure,Frisk,Harvest,50.0,50.0,43,70,48,50,60,38,309,120,Medium Fast,1000000,Grass,No Evolution,Phantump
709,Trevenant,Elder Tree Pokémon,None,,1.5,71.0,Ghost,Grass,Natural Cure,Frisk,Harvest,50.0,50.0,85,110,76,65,82,56,474,60,Medium Fast,1000000,Grass,No Evolution,Trevenant
710,Pumpkaboo,Pumpkin Pokémon,None,,0.4,5.0,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,49,66,70,44,55,51,335,120,Medium Fast,1000000,Amorphous,No Evolution,Pumpkaboo
710,Pumpkaboo (Small Size),Pumpkin Pokémon,Small Size,,0.3,3.5,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,44,66,70,44,55,56,335,120,Medium Fast,1000000,Amorphous,No Evolution,Pumpkaboo
710,Pumpkaboo (Large Size),Pumpkin Pokémon,Large Size,,0.5,7.5,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,54,66,70,44,55,46,335,120,Medium Fast,1000000,Amorphous,No Evolution,Pumpkaboo
710,Pumpkaboo (Super Size),Pumpkin Pokémon,Super Size,,0.8,15.0,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,59,66,70,44,55,41,335,120,Medium Fast,1000000,Amorphous,No Evolution,Pumpkaboo
711,Gourgeist,Pumpkin Pokémon,None,,0.9,12.5,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,65,90,122,58,75,84,494,60,Medium Fast,1000000,Amorphous,No Evolution,Gourgeist
711,Gourgeist (Small Size),Pumpkin Pokémon,Small Size,,0.7,9.5,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,55,85,122,58,75,99,494,60,Medium Fast,1000000,Amorphous,No Evolution,Gourgeist
711,Gourgeist (Large Size),Pumpkin Pokémon,Large Size,,1.1,14.0,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,75,95,122,58,75,69,494,60,Medium Fast,1000000,Amorphous,No Evolution,Gourgeist
711,Gourgeist (Super Size),Pumpkin Pokémon,Super Size,,1.7,39.0,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,85,100,122,58,75,54,494,60,Medium Fast,1000000,Amorphous,No Evolution,Gourgeist
712,Bergmite,Ice Chunk Pokémon,None,,1.0,99.5,Ice,None,Own Tempo,Ice Body,Sturdy,50.0,50.0,55,69,85,32,35,28,304,190,Medium Fast,1000000,Monster,No Evolution,Bergmite
713,Avalugg (Hisui),Iceberg Pokémon,Hisui,,1.4,262.4,Ice,Rock,Strong Jaw,Ice Body,Sturdy,50.0,50.0,95,127,184,34,36,38,514,135,Medium Fast,1000000,Monster,Level 37 in Hisui,Avalugg
713,Avalugg,Iceberg Pokémon,None,,2.0,505.0,Ice,None,Own Tempo,Ice Body,Sturdy,50.0,50.0,95,117,184,44,46,28,514,55,Medium Fast,1000000,Monster,Level 37,Avalugg
714,Noibat,Sound Wave Pokémon,None,,0.5,8.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,50.0,50.0,40,30,35,45,40,55,245,190,Medium Fast,1000000,Flying,No Evolution,Noibat
715,Noivern,Sound Wave Pokémon,None,,1.5,85.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,50.0,50.0,85,70,80,97,80,123,535,45,Medium Fast,1000000,Flying,Level 48,Noivern
716,Xerneas,Life Pokémon,None,Legendary,3.0,215.0,Fairy,None,Fairy Aura,None,None,0.0,0.0,126,131,95,131,98,99,680,45,Slow,1250000,No Eggs Discovered,No Evolution,Xerneas
717,Yveltal,Destruction Pokémon,None,Legendary,5.8,203.0,Dark,Flying,Dark Aura,None,None,0.0,0.0,126,131,95,131,98,99,680,45,Slow,1250000,No Eggs Discovered,No Evolution,Yveltal
718,Zygarde (10% Forme),Order Pokémon,10% Forme,Legendary,5.0,305.0,Dragon,Ground,Aura Break,Power Construct,None,0.0,0.0,108,100,121,81,95,95,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Zygarde
718,Zygarde (10%),Order Pokémon,10%,Legendary,1.2,33.5,Dragon,Ground,Aura Break,Power Construct,None,0.0,0.0,54,100,71,61,85,115,486,3,Slow,1250000,No Eggs Discovered,No Evolution,Zygarde
718,Zygarde (Complete),Order Pokémon,Complete,Legendary,4.5,610.0,Dragon,Ground,Power Construct,None,None,0.0,0.0,216,100,121,91,95,85,708,3,Slow,1250000,No Eggs Discovered,No Evolution,Zygarde
719,Diancie (Mega),Jewel Pokémon,Mega,Mythical,1.1,27.8,Rock,Fairy,Magic Bounce,None,None,0.0,0.0,50,160,110,160,110,110,700,3,Slow,1250000,No Eggs Discovered,No Evolution,Diancie
719,Diancie,Jewel Pokémon,None,Mythical,0.7,8.8,Rock,Fairy,Clear Body,None,None,0.0,0.0,50,100,150,100,150,50,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Diancie
720,Hoopa (Hoopa Confined),Mischief Pokémon,Hoopa Confined,Mythical,0.5,9.0,Psychic,Ghost,Magician,None,None,0.0,0.0,80,110,60,150,130,70,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Hoopa
720,Hoopa (Unbound),Djinn Pokémon,Unbound,Mythical,6.5,490.0,Psychic,Dark,Magician,None,None,0.0,0.0,80,160,60,170,130,80,680,3,Slow,1250000,No Eggs Discovered,No Evolution,Hoopa
